title,date,location,url,attendees,tags
Eating Well Trivia Pop-Up,"Wednesday, 25 March 2026 At 5:00 PM, EDT (GMT-4)",Becker House Dining,/rsvp_boot?id=2302499,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Wednesday, 25 March 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302110,0 going,"Open Meeting, Careers"
CAS G-Body Meeting,"Wednesday, 25 March 2026 At 5:45 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299965,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Japanese Conversation Hour,"Wednesday, 25 March 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297725,0 going,"Open Meeting, Advocacy, Activism"
Homelessness Action Project at Cornell 3 slash 25 slash 26 G-Body Meeting,"Wednesday, 25 March 2026 At 6:00 PM, EDT (GMT-4)",Morrill Hall Room 110,/rsvp_boot?id=2300574,0 going,"Open Event, Food/Drink"
"Dessert Night!!! Wednesday, 25 March 2026 At 7:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),Opens the event page,/rsvp_boot?id=2303693,0 going,"Open Event, Music, Free, Fun, Performance"
"Mark Edwards, harpsichord and organ ( CU Music )","Wednesday, 25 March 2026 At 7:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302490,0 going,"Open Event, Diversity, Student Life, Advocacy, Free, Fun, Mindfulness, Activism, Community, Food/Drink, Identity, Social, Inclusion"
NeurodiversiTea,"Thursday, 26 March 2026 At 10:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303464,0 going,"Open Event, Diversity, Self-Care, Free, Mental Health, Health and Wellness, Mindfulness, Community, Spirituality, Food/Drink, Identity, Social, Inclusion"
Soup and Hope,"Thursday, 26 March 2026 At 12:00 PM, EDT (GMT-4)",Sage Chapel,/rsvp_boot?id=2296557,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 26 March 2026 At 1:15 PM, EDT (GMT-4)",Plant Science Building 328A,/rsvp_boot?id=2298372,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Thursday, 26 March 2026 At 2:15 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298218,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 26 March 2026 At 2:20 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298421,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Japanese Conversation Hour,"Thursday, 26 March 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302316,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Thursday, 26 March 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302325,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Hindi slash Urdu Conversation Hour,"Thursday, 26 March 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297669,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Korean Conversation Hour,"Thursday, 26 March 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297733,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Turkish Conversation Hour,"Thursday, 26 March 2026 At 5:00 PM, EDT (GMT-4)",G24B Stimson Hall,/rsvp_boot?id=2298141,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Thursday, 26 March 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302078,0 going,"Open Event, Free, Fun"
"Come Juggle! Thursday, 26 March 2026 At 6:00 PM, EDT (GMT-4)",Physical Sciences Building Patio,Opens the event page,/rsvp_boot?id=2302523,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 26 March 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297452,0 going,"Open Event, Dance, Education, Fitness, Body Positivity, Cultural, Free, Fun, Health and Wellness, Community, Workshop"
Free Tango Lesson and Practica,"Thursday, 26 March 2026 At 7:00 PM, EDT (GMT-4)",Atrium of Physical Sciences Building,/rsvp_boot?id=2288821,0 going,"Open Event, Music, Free, Fun, Performance"
"Zvi Plesser, cello and Miri Yampolsky, piano ( CU Music )","Thursday, 26 March 2026 At 7:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303137,0 going,"Private Meeting, Music, Cultural"
Shimtah Practice,"Thursday, 26 March 2026 At 9:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300061,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Hindi Conversation Hour,"Friday, 27 March 2026 At 9:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297699,0 going,Open Event
"International Scholar, Graduate, and Professional Student Coffee Hour","Friday, 27 March 2026 At 10:00 AM, EDT (GMT-4)",Big Red Barn - Greenhouse,/rsvp_boot?id=2297608,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Quechua Conversation Hour,"Friday, 27 March 2026 At 10:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297773,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Ancient Greek Conversation Hour,"Friday, 27 March 2026 At 11:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298203,0 going,"Open Event, Academics, Funded by GPSAFC"
The Work-in-Progress Seminar ( TWIPS ),"Friday, 27 March 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301099,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Yiddish Conversation Hour,"Friday, 27 March 2026 At 12:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2295715,0 going,Open Meeting
Weekly Meeting,"Friday, 27 March 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300750,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Catalan Conversation Hour,"Friday, 27 March 2026 At 1:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297403,0 going,"Open Event, Diversity, Self-Care, Education, Free, Fun, Mindfulness, Resources, Community, Academics, Food/Drink, Identity, Social, Inclusion"
"Study Smart! Friday, 27 March 2026 At 1:15 PM, EDT (GMT-4)",Private Location ( sign in to display ),Opens the event page,/rsvp_boot?id=2303479,0 going,Private Event
Johnson Ice Hockey Club vertical bar HBS Tournament,"Friday, 27 March 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302723,0 going,"Open Meeting, Esports, Gaming, Free, Fun"
Cornell Fighting Game Club Weekly Meeting,"Friday, 27 March 2026 At 8:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299349,0 going,"Open Event, Gaming, Free, Fun, Community, Food/Drink"
Mafia Club Weekly Meeting,"Friday, 27 March 2026 At 9:00 PM, EDT (GMT-4)",Keeton House Downstairs G40A Lounge ( near dining room ),/rsvp_boot?id=2292638,0 going,Private Event
BIOEE 1250 Spring 2026 Field Trip Waivers,"Saturday, 28 March 2026 At 8:00 AM, EDT (GMT-4)",Private Location ( register to display ),/rsvp_boot?id=2303074,0 going,"Open Training/Workshop, Dance, Free, Fun"
Swing Syndicate Open Jam,"Saturday, 28 March 2026 At 11:00 AM, EDT (GMT-4)","Garden Room, Willard Straight Hall",/rsvp_boot?id=2299943,0 going,Open Event
Redbud Brunch and Boogie,"Sunday, 29 March 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302188,0 going,"Open Event, Spirituality"
Matzah Distribution,"Sunday, 29 March 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303741,0 going,"Open Event, Spirituality"
Sunday Mass ( 9pm ),"Sunday, 29 March 2026 At 9:00 PM, EDT (GMT-4)",Sage Chapel,/rsvp_boot?id=2288017,0 going,"Open Event, Dance, Free, Fun"
Monday Night Swing Dance,"Monday, 30 March 2026 At 7:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2299932,0 going,Open Meeting
CIAS G-Body,"Tuesday, 31 March 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300494,0 going,Open Meeting
CIAS G-Body,"Tuesday, 31 March 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300483,0 going,Open Meeting
CIAS G-Body,"Tuesday, 31 March 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300472,0 going,"Open Event, Student Life, Education, Housing, Cultural, Free, Awareness, Graduate School, Resources, Community, Finance"
Virtual Housing Fair,"Wednesday, 01 April 2026 At 1:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2303229,0 going,Open Meeting
The Insurance Club Meeting,"Wednesday, 01 April 2026 At 4:45 PM, EDT (GMT-4)",Ives 217,/rsvp_boot?id=2303248,0 going,"Open Meeting, Mindfulness, Community, Faith/ Religion, Funded by Interfaith Council at ..."
Weekly Meditation and Meeting,"Wednesday, 01 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300507,0 going,"Open Event, Dance, Education, Fitness, Body Positivity, Cultural, Free, Fun, Health and Wellness, Community, Workshop"
Free Tango Lesson and Practica,"Thursday, 02 April 2026 At 7:00 PM, EDT (GMT-4)",Atrium of Physical Sciences Building,/rsvp_boot?id=2288822,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Yiddish Conversation Hour,"Friday, 03 April 2026 At 12:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2295716,0 going,"Open Meeting, Esports, Gaming, Free, Fun"
Cornell Fighting Game Club Weekly Meeting,"Friday, 03 April 2026 At 8:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299351,0 going,"Open Event, Gaming, Free, Fun, Community, Food/Drink"
Mafia Club Weekly Meeting,"Friday, 03 April 2026 At 9:00 PM, EDT (GMT-4)",Keeton House Downstairs G40A Lounge ( near dining room ),/rsvp_boot?id=2292639,0 going,"Open Event, Animals, Wildlife"
Wildlife Conservation Day,"Saturday, 04 April 2026 At 8:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2287675,0 going,"Open Training/Workshop, Dance, Free, Fun"
Swing Syndicate Open Jam,"Saturday, 04 April 2026 At 11:00 AM, EDT (GMT-4)","Garden Room, Willard Straight Hall",/rsvp_boot?id=2299944,0 going,"Open Event, Music, Free, Spirituality, Faith/ Religion"
Pickup Choir with PCM,"Sunday, 05 April 2026 At 10:00 AM, EDT (GMT-4)",Anabel Taylor Hall,/rsvp_boot?id=2286082,0 going,"Open Event, Student Life, Free, Spirituality, Faith/ Religion, Family, Food/Drink"
EASTER SERVICE with PCM,"Sunday, 05 April 2026 At 11:00 AM, EDT (GMT-4)",Anabel Taylor Chapel,/rsvp_boot?id=2286090,0 going,"Open Event, Free, Community, Spirituality, Faith/ Religion, Family, Inclusion"
Morning Worship Services with PCM,"Sunday, 05 April 2026 At 11:00 AM, EDT (GMT-4)",Anabel Taylor Hall Chapel,/rsvp_boot?id=2286118,0 going,"Open Event, Spirituality"
Sunday Mass ( 9pm ),"Sunday, 05 April 2026 At 9:00 PM, EDT (GMT-4)",Sage Chapel,/rsvp_boot?id=2288018,0 going,"Open Meeting, Dialogue/ Discussion, Education, Graduate School, Spirituality, Faith/ Religion, Academics, Food/Drink, Funded by Interfaith Council at ..."
Scriptorium,"Monday, 06 April 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302130,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Morning Prayer,"Monday, 06 April 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302142,0 going,"Open Event, Diversity, Student Life, Advocacy, Free, Fun, Mindfulness, Activism, Community, Food/Drink, Identity, Social, Inclusion"
NeurodiversiTea,"Monday, 06 April 2026 At 10:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303465,0 going,Information Session
Nominate a Student: Global Citizen Award,"Monday, 06 April 2026 At 12:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2303154,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Monday, 06 April 2026 At 1:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297788,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Sanskrit Conversation Hour,"Monday, 06 April 2026 At 4:00 PM, EDT (GMT-4)",G24A Stimson Hall and on Zoom ( link on website ),/rsvp_boot?id=2297928,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Monday, 06 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298409,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
French Conversation Hour,"Monday, 06 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297469,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
German Conversation Hour ( SprachCafe ),"Monday, 06 April 2026 At 5:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2297643,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Norwegian Conversation Hour,"Monday, 06 April 2026 At 5:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2297760,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Monday, 06 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302079,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Monday, 06 April 2026 At 5:40 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302656,0 going,"Private Meeting, Art, Performance"
Melodramatics E-Board Meeting,"Monday, 06 April 2026 At 6:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302456,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Monday, 06 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297425,0 going,"Private Meeting, Education"
MICC G-Body and NME Session,"Monday, 06 April 2026 At 6:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301831,0 going,"Open Event, Dance, Free, Fun"
Monday Night Swing Dance,"Monday, 06 April 2026 At 7:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2299933,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Cantonese Conversation Hour,"Tuesday, 07 April 2026 At 11:15 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297884,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Italian Conversation Hour,"Tuesday, 07 April 2026 At 12:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298799,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Romanian Conversation Hour,"Tuesday, 07 April 2026 At 12:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2301018,0 going,"Private Event, Community, Funded by GPSAFC"
Leadership and Lattes: Princess Week,"Tuesday, 07 April 2026 At 1:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303384,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Tuesday, 07 April 2026 At 1:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2303961,0 going,"Open Event, Music, Free, Fun, Art, Performance"
Piano Series: New Student Music for the Johnson Museum,"Tuesday, 07 April 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302870,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Tuesday, 07 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297750,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Latin Conversation Hour,"Tuesday, 07 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298190,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Modern Greek Conversation Hour,"Tuesday, 07 April 2026 At 4:30 PM, EDT (GMT-4)",Libe Cafe ( Olin Library ),/rsvp_boot?id=2300775,0 going,Open Meeting
CIAS G-Body,"Tuesday, 07 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300495,0 going,Open Meeting
CIAS G-Body,"Tuesday, 07 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300484,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Taiwanese Conversation Hour,"Tuesday, 07 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298659,0 going,Open Meeting
CIAS G-Body,"Tuesday, 07 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300473,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Tuesday, 07 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297801,0 going,"Open Training/Workshop, Diversity, Dialogue/ Discussion, Free, Mental Health, Mindfulness, Resources, Academics, Identity, Social, Workshop, Inclusion"
Workshop: Rest is best: Support your learning by taking breaks,"Tuesday, 07 April 2026 At 5:00 PM, EDT (GMT-4)","CCC Building, B08 9235 Garden Avenue )",/rsvp_boot?id=2296947,0 going,"Open Meeting, Diversity, Dialogue/ Discussion, Advocacy, Cultural, Free, Fun, History, Awareness, Activism, Community, Identity, International, Social Justice, Political, Leadership, Social, Inclusion"
CProg x SJP G-Body,"Tuesday, 07 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300240,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Tuesday, 07 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302080,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Tuesday, 07 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297438,0 going,"Private Meeting, Music, Cultural"
Shimtah Oldie Practice,"Tuesday, 07 April 2026 At 9:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300062,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Modern Greek Conversation Hour,"Wednesday, 08 April 2026 At 11:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297657,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Wednesday, 08 April 2026 At 3:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302648,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Italian Conversation Hour,"Wednesday, 08 April 2026 At 3:45 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297713,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Bangla slash Bengali Conversation Hour,"Wednesday, 08 April 2026 At 3:45 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297391,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
American Sign Language Conversation Hour,"Wednesday, 08 April 2026 At 4:15 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297631,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Wednesday, 08 April 2026 At 4:30 PM, EDT (GMT-4)",Plant Science Building 328A,/rsvp_boot?id=2298362,0 going,Open Meeting
The Insurance Club Meeting,"Wednesday, 08 April 2026 At 4:45 PM, EDT (GMT-4)",Ives 217,/rsvp_boot?id=2303249,0 going,"Open Meeting, Mindfulness, Community, Faith/ Religion, Funded by Interfaith Council at ..."
Weekly Meditation and Meeting,"Wednesday, 08 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300508,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
French Conversation Hour,"Wednesday, 08 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297483,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Armenian Conversation Hour,"Wednesday, 08 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297377,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Arabic Conversation Hour,"Wednesday, 08 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297362,0 going,"Information Session, Free, Fun, Art, Information Session"
Cornell in Los Angeles Info Sessions,"Wednesday, 08 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304233,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Wednesday, 08 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302111,0 going,"Open Meeting, Careers"
CAS G-Body Meeting,"Wednesday, 08 April 2026 At 5:45 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299966,0 going,"Open Event, Networking"
Networking@Rev: Campus to Community Connections,"Wednesday, 08 April 2026 At 6:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304203,0 going,"Open Meeting, Advocacy, Activism"
Homelessness Action Project at Cornell 4 slash 8 slash 26 G-Body Meeting,"Wednesday, 08 April 2026 At 6:00 PM, EDT (GMT-4)",Morrill Hall Room 110,/rsvp_boot?id=2300575,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Japanese Conversation Hour,"Wednesday, 08 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297726,0 going,"Open Event, Careers"
"How to Apply for an MBA, with Stacy Blackman Consulting","Wednesday, 08 April 2026 At 7:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2304148,0 going,"Open Event, Diversity, Student Life, Advocacy, Free, Fun, Mindfulness, Activism, Community, Food/Drink, Identity, Social, Inclusion"
NeurodiversiTea,"Thursday, 09 April 2026 At 10:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303466,0 going,"Open Event, Music, Free, Fun, Performance"
Midday Music in Lincoln: Ashley Wass ( CU Music ),"Thursday, 09 April 2026 At 12:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303934,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 09 April 2026 At 1:15 PM, EDT (GMT-4)",Plant Science Building 328A,/rsvp_boot?id=2298373,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Thursday, 09 April 2026 At 2:15 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298219,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 09 April 2026 At 2:20 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298422,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Japanese Conversation Hour,"Thursday, 09 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302317,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Thursday, 09 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302326,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Hindi slash Urdu Conversation Hour,"Thursday, 09 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297670,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Korean Conversation Hour,"Thursday, 09 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297734,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Turkish Conversation Hour,"Thursday, 09 April 2026 At 5:00 PM, EDT (GMT-4)",G24B Stimson Hall,/rsvp_boot?id=2298142,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Thursday, 09 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302081,0 going,"Open Event, Free, Fun"
"Come Juggle! Thursday, 09 April 2026 At 6:00 PM, EDT (GMT-4)",Physical Sciences Building Patio,Opens the event page,/rsvp_boot?id=2302524,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 09 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297453,0 going,"Open Event, Dance, Education, Fitness, Body Positivity, Cultural, Free, Fun, Health and Wellness, Community, Workshop"
Free Tango Lesson and Practica,"Thursday, 09 April 2026 At 7:00 PM, EDT (GMT-4)",Atrium of Physical Sciences Building,/rsvp_boot?id=2288823,0 going,"Private Meeting, Music, Cultural"
Shimtah Practice,"Thursday, 09 April 2026 At 9:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300085,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
