title,date,location,url,attendees,tags
Hindi Conversation Hour,"Friday, 10 April 2026 At 9:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297700,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Quechua Conversation Hour,"Friday, 10 April 2026 At 10:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297774,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Ancient Greek Conversation Hour,"Friday, 10 April 2026 At 11:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298204,0 going,"Open Event, Community Service"
W plus IHL - REACH Medical Event,"Friday, 10 April 2026 At 11:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304074,0 going,"Information Session, Free, Fun, Art, Information Session"
Chats with the Chair,"Friday, 10 April 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2297487,0 going,"Open Event, Academics, Funded by GPSAFC"
The Work-in-Progress Seminar ( TWIPS ),"Friday, 10 April 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301100,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Yiddish Conversation Hour,"Friday, 10 April 2026 At 12:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2295717,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Catalan Conversation Hour,"Friday, 10 April 2026 At 1:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297404,0 going,"Open Event, Diversity, Self-Care, Education, Free, Fun, Mindfulness, Resources, Community, Academics, Food/Drink, Identity, Social, Inclusion"
"Study Smart! Friday, 10 April 2026 At 1:15 PM, EDT (GMT-4)",Private Location ( sign in to display ),Opens the event page,/rsvp_boot?id=2303480,0 going,Open Event
Cornell Business Impact Symposium 2026,"Friday, 10 April 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2298823,0 going,Open Lecture/Webinar
Biogeochemistry Seminar,"Friday, 10 April 2026 At 3:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300758,0 going,"Open Training/Workshop, Environment/ Sustainability, Community Service"
CCRA Friday Meeting - Tech help and open workshop,"Friday, 10 April 2026 At 4:30 PM, EDT (GMT-4)",Gates Hall G09,/rsvp_boot?id=2300914,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Friday, 10 April 2026 At 5:00 PM, EDT (GMT-4)",Temple of Zeus,/rsvp_boot?id=2302664,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Friday, 10 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302112,0 going,Open Meeting
Real Life - Cru’s Weekly Large Group Meeting,"Friday, 10 April 2026 At 7:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2287844,0 going,"Open Event, Comedy"
An Evening with Eric Andre,"Friday, 10 April 2026 At 7:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304261,0 going,"Open Event, Spirituality"
Ignite Spring 2026,"Friday, 10 April 2026 At 7:00 PM, EDT (GMT-4)",Statler Auditorium,/rsvp_boot?id=2302285,0 going,"Open Event, Music, Performance"
Chorus Return From Tour Concert,"Friday, 10 April 2026 At 7:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302758,0 going,"Open Event, Music, Free, Fun, Performance"
Cornell Chorus Return from Tour Concert ( CU Music ),"Friday, 10 April 2026 At 7:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304087,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Friday, 10 April 2026 At 8:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2302331,0 going,"Open Meeting, Esports, Gaming, Free, Fun"
Cornell Fighting Game Club Weekly Meeting,"Friday, 10 April 2026 At 8:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299352,0 going,"Open Event, Gaming, Free, Fun, Community, Food/Drink"
Mafia Club Weekly Meeting,"Friday, 10 April 2026 At 9:00 PM, EDT (GMT-4)",Keeton House Downstairs G40A Lounge ( near dining room ),/rsvp_boot?id=2292640,0 going,"Open Event, Education, Networking, Finance, Information Session"
Undergraduate Women in Investing Conference Application,"Friday, 10 April 2026 At 11:50 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303965,0 going,Open Event
Cornell Business Impact Symposium 2026,"Saturday, 11 April 2026 At 8:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302469,0 going,"Open Training/Workshop, Dance, Free, Fun"
Swing Syndicate Open Jam,"Saturday, 11 April 2026 At 11:00 AM, EDT (GMT-4)","Garden Room, Willard Straight Hall",/rsvp_boot?id=2299945,0 going,"Open Event, Music, Free, Fun, Performance"
Ashley Wass Recital ( CU Music ),"Saturday, 11 April 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304088,0 going,"Private Meeting, Music, Cultural"
Shimtah Practice,"Saturday, 11 April 2026 At 4:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300087,0 going,"Open Event, Music, Fun, Performance"
Dallas Morse Coors Concert Series presents Flamenco Vivo Carlota Santana,"Saturday, 11 April 2026 At 7:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2286204,0 going,"Private Event, Education, Community Service, Children, Social"
Girl Scout Engineering Day ( GSED ) - Spring 2026,"Sunday, 12 April 2026 At 8:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299033,0 going,"Open Event, Music, Free, Spirituality, Faith/ Religion"
Pickup Choir with PCM,"Sunday, 12 April 2026 At 10:00 AM, EDT (GMT-4)",Anabel Taylor Hall,/rsvp_boot?id=2286083,0 going,"Open Event, Free, Community, Spirituality, Faith/ Religion, Family, Inclusion"
Morning Worship Services with PCM,"Sunday, 12 April 2026 At 11:00 AM, EDT (GMT-4)",Anabel Taylor Hall Chapel,/rsvp_boot?id=2286119,0 going,"Open Training/Workshop, Environment/ Sustainability, Community Service"
CCRA Sunday Meeting - Computer repurposing workshop,"Sunday, 12 April 2026 At 1:00 PM, EDT (GMT-4)",Gates Hall G11,/rsvp_boot?id=2300906,0 going,Private Meeting
Board,"Sunday, 12 April 2026 At 2:30 PM, EDT (GMT-4)",Private Location ( register to display ),/rsvp_boot?id=2301152,0 going,Private Meeting
Chapter,"Sunday, 12 April 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( register to display ),/rsvp_boot?id=2301141,0 going,"Open Event, Spirituality, Faith/ Religion"
Catholic Bible Study,"Sunday, 12 April 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303280,0 going,"Open Event, Music, Free, Fun, Performance"
Isaac Dorio Senior Piano Recital ( CU Music ),"Sunday, 12 April 2026 At 3:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304089,0 going,"Open Event, Spirituality, Faith/ Religion"
Sunday Rosary,"Sunday, 12 April 2026 At 4:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303289,0 going,"Open Event, Spirituality, Faith/ Religion"
Catechesis,"Sunday, 12 April 2026 At 4:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303298,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Sunday, 12 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298648,0 going,"Open Event, Spirituality"
Sunday Mass ( 9pm ),"Sunday, 12 April 2026 At 9:00 PM, EDT (GMT-4)",Sage Chapel,/rsvp_boot?id=2288019,0 going,"Open Meeting, Dialogue/ Discussion, Education, Graduate School, Spirituality, Faith/ Religion, Academics, Food/Drink, Funded by Interfaith Council at ..."
Scriptorium,"Monday, 13 April 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302131,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Morning Prayer,"Monday, 13 April 2026 At 10:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302143,0 going,"Open Event, Diversity, Student Life, Advocacy, Free, Fun, Mindfulness, Activism, Community, Food/Drink, Identity, Social, Inclusion"
NeurodiversiTea,"Monday, 13 April 2026 At 10:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303467,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Monday, 13 April 2026 At 1:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297789,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Sanskrit Conversation Hour,"Monday, 13 April 2026 At 4:00 PM, EDT (GMT-4)",G24A Stimson Hall and on Zoom ( link on website ),/rsvp_boot?id=2297929,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Monday, 13 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298410,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
French Conversation Hour,"Monday, 13 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297470,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
German Conversation Hour ( SprachCafe ),"Monday, 13 April 2026 At 5:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2297644,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Norwegian Conversation Hour,"Monday, 13 April 2026 At 5:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2297761,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Monday, 13 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302082,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Monday, 13 April 2026 At 5:40 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302657,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Monday, 13 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297426,0 going,"Private Meeting, Education"
MICC G-Body and NME Session,"Monday, 13 April 2026 At 6:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301832,0 going,"Open Event, Dance, Free, Fun"
Monday Night Swing Dance,"Monday, 13 April 2026 At 7:00 PM, EDT (GMT-4)",Big Red Barn,/rsvp_boot?id=2299934,0 going,"Open Event, Student Life, Education, Housing, Free, Awareness, Graduate School, Resources, Community, Networking"
In-Person Housing Fair,"Tuesday, 14 April 2026 At 11:00 AM, EDT (GMT-4)",Ho Plaza,/rsvp_boot?id=2303221,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Cantonese Conversation Hour,"Tuesday, 14 April 2026 At 11:15 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297885,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Italian Conversation Hour,"Tuesday, 14 April 2026 At 12:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298800,0 going,"Open Lecture/Webinar, Dialogue/ Discussion, Free, Lecture"
Exploring Relationships Between Journalism and Public Opinion,"Tuesday, 14 April 2026 At 2:00 PM, EDT (GMT-4)",291 Clark Hall,/rsvp_boot?id=2303867,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Latin Conversation Hour,"Tuesday, 14 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298191,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Modern Greek Conversation Hour,"Tuesday, 14 April 2026 At 4:30 PM, EDT (GMT-4)",Libe Cafe ( Olin Library ),/rsvp_boot?id=2300776,0 going,"Open Meeting, Diversity, Dialogue/ Discussion, Advocacy, Cultural, Free, Fun, History, Awareness, Activism, Community, Identity, International, Social Justice, Political, Leadership, Social, Inclusion"
CProg x SJP G-Body,"Tuesday, 14 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300241,0 going,Open Meeting
CIAS G-Body,"Tuesday, 14 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300474,0 going,Open Meeting
CIAS G-Body,"Tuesday, 14 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300485,0 going,Open Meeting
CIAS G-Body,"Tuesday, 14 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300496,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Spanish Conversation Hour,"Tuesday, 14 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297802,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Taiwanese Conversation Hour,"Tuesday, 14 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298660,0 going,"Open Event, Dialogue/ Discussion, Free, Art, Activism, Design, Food/Drink, Social Justice, Fashion"
“Fashioning Justice: Ruth Bader Ginsburg ’54 and the Power of Presence” Exhibit and Reception,"Tuesday, 14 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303743,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Tuesday, 14 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302083,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Tuesday, 14 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297439,0 going,"Private Meeting, Music, Cultural"
Shimtah Oldie Practice,"Tuesday, 14 April 2026 At 9:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300091,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Modern Greek Conversation Hour,"Wednesday, 15 April 2026 At 11:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297658,0 going,"Open Event, Music, Free, Fun, Performance"
Midday Music for Organ: Adam Langeveld ( CU Music ),"Wednesday, 15 April 2026 At 12:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304090,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Wednesday, 15 April 2026 At 3:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302649,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Bangla slash Bengali Conversation Hour,"Wednesday, 15 April 2026 At 3:45 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297392,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Italian Conversation Hour,"Wednesday, 15 April 2026 At 3:45 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297714,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
American Sign Language Conversation Hour,"Wednesday, 15 April 2026 At 4:15 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297632,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Wednesday, 15 April 2026 At 4:30 PM, EDT (GMT-4)",Plant Science Building 328A,/rsvp_boot?id=2298363,0 going,Open Meeting
The Insurance Club Meeting,"Wednesday, 15 April 2026 At 4:45 PM, EDT (GMT-4)",Ives 217,/rsvp_boot?id=2303250,0 going,"Open Meeting, Mindfulness, Community, Faith/ Religion, Funded by Interfaith Council at ..."
Weekly Meditation and Meeting,"Wednesday, 15 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300509,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Arabic Conversation Hour,"Wednesday, 15 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297363,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Armenian Conversation Hour,"Wednesday, 15 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297378,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
French Conversation Hour,"Wednesday, 15 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297484,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Wednesday, 15 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302113,0 going,"Open Meeting, Careers"
CAS G-Body Meeting,"Wednesday, 15 April 2026 At 5:45 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299967,0 going,"Open Meeting, Advocacy, Activism"
Homelessness Action Project at Cornell 4 slash 15 slash 26 G-Body Meeting,"Wednesday, 15 April 2026 At 6:00 PM, EDT (GMT-4)",Morrill Hall Room 110,/rsvp_boot?id=2300576,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Japanese Conversation Hour,"Wednesday, 15 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297727,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Thai Conversation Hour,"Wednesday, 15 April 2026 At 6:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2297816,0 going,"Open Event, Diversity, Student Life, Advocacy, Free, Fun, Mindfulness, Activism, Community, Food/Drink, Identity, Social, Inclusion"
NeurodiversiTea,"Thursday, 16 April 2026 At 10:30 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2303468,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 16 April 2026 At 1:15 PM, EDT (GMT-4)",Plant Science Building 328A,/rsvp_boot?id=2298374,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 16 April 2026 At 2:20 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298423,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Japanese Conversation Hour,"Thursday, 16 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302318,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Mandarin Conversation Hour,"Thursday, 16 April 2026 At 4:30 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2302327,0 going,"Open Event, International, Lecture, Special Guest"
Reimagining International Aid,"Thursday, 16 April 2026 At 5:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301738,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Hindi slash Urdu Conversation Hour,"Thursday, 16 April 2026 At 5:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297671,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Turkish Conversation Hour,"Thursday, 16 April 2026 At 5:00 PM, EDT (GMT-4)",G24B Stimson Hall,/rsvp_boot?id=2298143,0 going,"Open Event, Environment/ Sustainability, History, Art, Activism"
A Conversation with Alexis Rockman,"Thursday, 16 April 2026 At 5:15 PM, EDT (GMT-4)",Herbert F,/rsvp_boot?id=2303516,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Thursday, 16 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302084,0 going,"Open Event, Free, Fun"
"Come Juggle! Thursday, 16 April 2026 At 6:00 PM, EDT (GMT-4)",Physical Sciences Building Patio,Opens the event page,/rsvp_boot?id=2302525,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Thursday, 16 April 2026 At 6:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297454,0 going,"Open Event, Dance, Education, Fitness, Body Positivity, Cultural, Free, Fun, Health and Wellness, Community, Workshop"
Free Tango Lesson and Practica,"Thursday, 16 April 2026 At 7:00 PM, EDT (GMT-4)",Atrium of Physical Sciences Building,/rsvp_boot?id=2288824,0 going,"Private Meeting, Music, Cultural"
Shimtah Practice,"Thursday, 16 April 2026 At 9:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300102,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Hindi Conversation Hour,"Friday, 17 April 2026 At 9:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297701,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Quechua Conversation Hour,"Friday, 17 April 2026 At 10:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297775,0 going,"Open Event, Free, Fun, Community, Animals, Food/Drink"
Art of Agriculture,"Friday, 17 April 2026 At 10:00 AM, EDT (GMT-4)",Arts Quad,/rsvp_boot?id=2301133,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Ancient Greek Conversation Hour,"Friday, 17 April 2026 At 11:00 AM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2298205,0 going,Open Meeting
Weekly Meeting,"Friday, 17 April 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300752,0 going,"Open Event, Academics, Funded by GPSAFC"
The Work-in-Progress Seminar ( TWIPS ),"Friday, 17 April 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2301101,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Yiddish Conversation Hour,"Friday, 17 April 2026 At 12:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2295718,0 going,"Open Event, Diversity, Cultural"
"Fridays with Faculty Seminar with Kennia Coronado, Department of Government, Latina slash o Studies Program, College of Arts and Sciences","Friday, 17 April 2026 At 12:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2297512,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Catalan Conversation Hour,"Friday, 17 April 2026 At 1:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297405,0 going,"Open Event, Diversity, Self-Care, Education, Free, Fun, Mindfulness, Resources, Community, Academics, Food/Drink, Identity, Social, Inclusion"
"Study Smart! Friday, 17 April 2026 At 1:15 PM, EDT (GMT-4)",Private Location ( sign in to display ),Opens the event page,/rsvp_boot?id=2303481,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
English Conversation Hour,"Friday, 17 April 2026 At 3:00 PM, EDT (GMT-4)",G25 Stimson Hall,/rsvp_boot?id=2297460,0 going,"Open Training/Workshop, Environment/ Sustainability, Community Service"
CCRA Friday Meeting - Tech help and open workshop,"Friday, 17 April 2026 At 4:30 PM, EDT (GMT-4)",Gates Hall G09,/rsvp_boot?id=2300915,0 going,"Open Meeting, Dialogue/ Discussion, Cultural, Free, Fun, Community, Language"
Portuguese Conversation Hour,"Friday, 17 April 2026 At 5:00 PM, EDT (GMT-4)",Online Event,/rsvp_boot?id=2298160,0 going,"Open Event, Spirituality, Faith/ Religion"
Episcopal Church at Cornell ( ECC ) Evening Prayer,"Friday, 17 April 2026 At 5:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2302114,0 going,Open Meeting
Real Life - Cru’s Weekly Large Group Meeting,"Friday, 17 April 2026 At 7:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2287845,0 going,"Open Event, Music, Free, Fun, Performance"
Stucky Ensemble-in-Residence Splinter Reeds ( CU Music ),"Friday, 17 April 2026 At 7:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304091,0 going,"Open Meeting, Esports, Gaming, Free, Fun"
Cornell Fighting Game Club Weekly Meeting,"Friday, 17 April 2026 At 8:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2299353,0 going,"Open Event, Gaming, Free, Fun, Community, Food/Drink"
Mafia Club Weekly Meeting,"Friday, 17 April 2026 At 9:00 PM, EDT (GMT-4)",Keeton House Downstairs G40A Lounge ( near dining room ),/rsvp_boot?id=2292641,0 going,"Private Training/Workshop, Body Positivity, Community, Sports, Workshop"
2026 Annual Aikido Club Spring Seminar,"Saturday, 18 April 2026 At 11:00 AM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300936,0 going,"Open Training/Workshop, Dance, Free, Fun"
Swing Syndicate Open Jam,"Saturday, 18 April 2026 At 11:00 AM, EDT (GMT-4)","Garden Room, Willard Straight Hall",/rsvp_boot?id=2299946,0 going,Private Event
Tour at Laughing Goat Fiber Farm,"Saturday, 18 April 2026 At 1:00 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300585,0 going,"Private Meeting, Music, Cultural"
Shimtah Practice,"Saturday, 18 April 2026 At 4:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2300103,0 going,"Open Event, Music, Performance"
Ty Dolla $ign with Special Guest Dua Saleh,"Saturday, 18 April 2026 At 7:00 PM, EDT (GMT-4)",Barton Hall,/rsvp_boot?id=2303317,0 going,"Open Event, Music, Free, Fun, Performance"
Cornell Jazz Ensemble Concert ( CU Music ),"Saturday, 18 April 2026 At 7:30 PM, EDT (GMT-4)",Private Location ( sign in to display ),/rsvp_boot?id=2304094,0 going,"Open Event, Music, Free, Spirituality, Faith/ Religion"
Pickup Choir with PCM,"Sunday, 19 April 2026 At 10:00 AM, EDT (GMT-4)",Anabel Taylor Hall,/rsvp_boot?id=2286084,0 going,"Open Event, Free, Community, Spirituality, Faith/ Religion, Family, Inclusion"
Morning Worship Services with PCM,"Sunday, 19 April 2026 At 11:00 AM, EDT (GMT-4)",Anabel Taylor Hall Chapel,/rsvp_boot?id=2286120,0 going,"Open Training/Workshop, Environment/ Sustainability, Community Service"
